task_category,industry_sector,implementation_cost_low,implementation_cost_high,roi_timeline_months,technology_maturity,wef_adoption_score,regulatory_friction,min_org_size,annual_labor_cost_threshold,source,source_url,as_of_year,adoption_current_pct,adoption_expected_pct,payback_months,region,country,evidence_note,source_page
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,50.0,,,Global,,"and 62% anticipate focusing on hiring employees from AI-disrupted roles to other individuals with skills to work with AI. Almost positions. While most employers plan to hire new half of organizations are expecting to reorient people with AI relevant skills, a significant share their business mode...",63
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,50.0,,,Global,,"and 62% anticipate focusing on hiring employees from AI-disrupted roles to other individuals with skills to work with AI. Almost positions. While most employers plan to hire new half of organizations are expecting to reorient people with AI relevant skills, a significant share their business mode...",63
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,50.0,,,Global,,"and 62% anticipate focusing on hiring employees from AI-disrupted roles to other individuals with skills to work with AI. Almost positions. While most employers plan to hire new half of organizations are expecting to reorient people with AI relevant skills, a significant share their business mode...",63
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,50.0,,,Global,,"and 62% anticipate focusing on hiring employees from AI-disrupted roles to other individuals with skills to work with AI. Almost positions. While most employers plan to hire new half of organizations are expecting to reorient people with AI relevant skills, a significant share their business mode...",63
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,50.0,,,Global,,"and 62% anticipate focusing on hiring employees from AI-disrupted roles to other individuals with skills to work with AI. Almost positions. While most employers plan to hire new half of organizations are expecting to reorient people with AI relevant skills, a significant share their business mode...",63
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,50.0,,,Global,,"and 62% anticipate focusing on hiring employees from AI-disrupted roles to other individuals with skills to work with AI. Almost positions. While most employers plan to hire new half of organizations are expecting to reorient people with AI relevant skills, a significant share their business mode...",63
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"BOX 4.3 Relative AI job and skill concentration, by industry In collaboration with LinkedIn Analysis conducted by LinkedIn for the Future This analysis helps illustrate which industries of Jobs Report 2025 assesses the relative AI have seen the greatest AI uptake, in terms of AI- job and skill co...",64
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"BOX 4.3 Relative AI job and skill concentration, by industry In collaboration with LinkedIn Analysis conducted by LinkedIn for the Future This analysis helps illustrate which industries of Jobs Report 2025 assesses the relative AI have seen the greatest AI uptake, in terms of AI- job and skill co...",64
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"BOX 4.3 Relative AI job and skill concentration, by industry In collaboration with LinkedIn Analysis conducted by LinkedIn for the Future This analysis helps illustrate which industries of Jobs Report 2025 assesses the relative AI have seen the greatest AI uptake, in terms of AI- job and skill co...",64
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"BOX 4.3 Relative AI job and skill concentration, by industry In collaboration with LinkedIn Analysis conducted by LinkedIn for the Future This analysis helps illustrate which industries of Jobs Report 2025 assesses the relative AI have seen the greatest AI uptake, in terms of AI- job and skill co...",64
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"BOX 4.3 Relative AI job and skill concentration, by industry In collaboration with LinkedIn Analysis conducted by LinkedIn for the Future This analysis helps illustrate which industries of Jobs Report 2025 assesses the relative AI have seen the greatest AI uptake, in terms of AI- job and skill co...",64
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"BOX 4.3 Relative AI job and skill concentration, by industry In collaboration with LinkedIn Analysis conducted by LinkedIn for the Future This analysis helps illustrate which industries of Jobs Report 2025 assesses the relative AI have seen the greatest AI uptake, in terms of AI- job and skill co...",64
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"January 2025 Future of Jobs Report 2025 Region, economy and 5 industry insights The impact of macrotrends on labour markets over and sectors are navigating these transformations. the 2025-2030 period will have both common and sector- and region/economy-specific characteristics In addition to the ...",65
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"January 2025 Future of Jobs Report 2025 Region, economy and 5 industry insights The impact of macrotrends on labour markets over and sectors are navigating these transformations. the 2025-2030 period will have both common and sector- and region/economy-specific characteristics In addition to the ...",65
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"January 2025 Future of Jobs Report 2025 Region, economy and 5 industry insights The impact of macrotrends on labour markets over and sectors are navigating these transformations. the 2025-2030 period will have both common and sector- and region/economy-specific characteristics In addition to the ...",65
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"January 2025 Future of Jobs Report 2025 Region, economy and 5 industry insights The impact of macrotrends on labour markets over and sectors are navigating these transformations. the 2025-2030 period will have both common and sector- and region/economy-specific characteristics In addition to the ...",65
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"January 2025 Future of Jobs Report 2025 Region, economy and 5 industry insights The impact of macrotrends on labour markets over and sectors are navigating these transformations. the 2025-2030 period will have both common and sector- and region/economy-specific characteristics In addition to the ...",65
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"January 2025 Future of Jobs Report 2025 Region, economy and 5 industry insights The impact of macrotrends on labour markets over and sectors are navigating these transformations. the 2025-2030 period will have both common and sector- and region/economy-specific characteristics In addition to the ...",65
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"and supporting reskilling. Employers also share offering cross-border remote work options, nearly expectations for greater government involvement in double the global average, and 63% identify tapping provisioning and funding of reskilling and upskilling. into diverse talent pools as an effective...",66
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"and supporting reskilling. Employers also share offering cross-border remote work options, nearly expectations for greater government involvement in double the global average, and 63% identify tapping provisioning and funding of reskilling and upskilling. into diverse talent pools as an effective...",66
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"and supporting reskilling. Employers also share offering cross-border remote work options, nearly expectations for greater government involvement in double the global average, and 63% identify tapping provisioning and funding of reskilling and upskilling. into diverse talent pools as an effective...",66
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"and supporting reskilling. Employers also share offering cross-border remote work options, nearly expectations for greater government involvement in double the global average, and 63% identify tapping provisioning and funding of reskilling and upskilling. into diverse talent pools as an effective...",66
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"and supporting reskilling. Employers also share offering cross-border remote work options, nearly expectations for greater government involvement in double the global average, and 63% identify tapping provisioning and funding of reskilling and upskilling. into diverse talent pools as an effective...",66
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"and supporting reskilling. Employers also share offering cross-border remote work options, nearly expectations for greater government involvement in double the global average, and 63% identify tapping provisioning and funding of reskilling and upskilling. into diverse talent pools as an effective...",66
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"twice the global average. A higher share than their reskilling efforts: 68% of Filipino workers are global peers aim to leverage new materials and expected to require training to meet evolving skill composites (52%) as well as sensing, laser and demands (compared to 59% globally), but only 38% op...",67
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"twice the global average. A higher share than their reskilling efforts: 68% of Filipino workers are global peers aim to leverage new materials and expected to require training to meet evolving skill composites (52%) as well as sensing, laser and demands (compared to 59% globally), but only 38% op...",67
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"twice the global average. A higher share than their reskilling efforts: 68% of Filipino workers are global peers aim to leverage new materials and expected to require training to meet evolving skill composites (52%) as well as sensing, laser and demands (compared to 59% globally), but only 38% op...",67
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"twice the global average. A higher share than their reskilling efforts: 68% of Filipino workers are global peers aim to leverage new materials and expected to require training to meet evolving skill composites (52%) as well as sensing, laser and demands (compared to 59% globally), but only 38% op...",67
